user_id,cart_abandoned_date,last_order_date,avg_order_value,sessions_last_30d,num_cart_items,engagement_score,profitability_score,class_label,region
U01733,05-09-2025,03-09-2025,50,3,1,0.264,0.118,Casual,RegionA
U01734,05-09-2025,22-07-2025,70,1,1,0.504,0.113,Casual,RegionA
U01735,05-09-2025,08-08-2025,50,2,1,0.49,0.185,Casual,RegionE
U01736,05-09-2025,07-12-2024,50,3,1,0.344,0.138,Casual,RegionA
U01737,05-09-2025,14-07-2025,60,2,3,0.288,0.06,Casual,RegionA
U01738,05-09-2025,17-06-2025,100,7,2,0.409,0.128,Regular,RegionE
U01739,05-09-2025,23-06-2025,140,9,1,0.501,0.172,Regular,RegionB
U01740,05-09-2025,14-08-2025,80,1,1,0.203,0.162,Casual,RegionA
U01741,05-09-2025,24-03-2025,50,1,2,0.363,0.109,Casual,RegionA
U01742,05-09-2025,01-08-2025,19990,3,1,0.44,0.889,Regular,RegionC
U01743,05-09-2025,26-02-2025,200,9,1,0.738,0.102,Regular,RegionB
U01744,05-09-2025,23-07-2025,50,0,4,0.419,0.028,Casual,RegionC
U01745,05-09-2025,17-06-2025,170,3,3,0.446,0.17,Regular,RegionA
U01746,05-09-2025,05-11-2024,130,7,2,0.694,0.187,Regular,RegionB
U01747,05-09-2025,13-07-2025,90,3,2,0.469,0.08,Regular,RegionB
U01748,05-09-2025,10-06-2025,170,6,2,0.826,0.177,Regular,RegionA
U01749,05-09-2025,12-07-2025,220,9,1,0.486,0.067,Regular,RegionD
U01750,05-09-2025,07-05-2025,70,1,1,0.403,0.133,Casual,RegionD
U01751,05-09-2025,,50,1,3,0.04,0.035,Casual,RegionD
U01752,05-09-2025,24-01-2025,50,1,1,0.087,0.148,Casual,RegionA
U01753,05-09-2025,27-03-2025,50,1,3,0,0.117,Casual,RegionB
U01754,05-09-2025,13-07-2025,50,2,3,0.047,0.089,Casual,RegionA
U01755,05-09-2025,,410,2,2,0.039,0.233,Regular,RegionA
U01756,05-09-2025,,920,11,2,0.701,0.327,VIP,RegionA
U01757,05-09-2025,05-07-2025,50,0,1,0.408,0.123,Casual,RegionC
U01758,05-09-2025,30-10-2023,90,2,2,0.006,0.131,Casual,RegionB
U01759,05-09-2025,03-11-2024,7980,6,1,0.841,0.538,VIP,RegionA
U01760,05-09-2025,27-07-2025,140,1,5,0,0.163,Casual,RegionA
U01761,05-09-2025,12-07-2025,90,3,3,0.148,0.162,Casual,RegionC
U01762,05-09-2025,30-06-2025,220,0,1,0,0,Dormant,RegionC
U01763,05-09-2025,18-02-2024,70,2,3,0.187,0.145,Casual,RegionB
U01764,05-09-2025,10-03-2024,130,2,1,0.359,0.067,Casual,RegionE
U01765,05-09-2025,08-08-2025,110,2,2,0.576,0.22,Regular,RegionC
U01766,05-09-2025,18-08-2025,170,2,1,0.264,0.215,Regular,RegionB
U01767,05-09-2025,17-08-2025,4990,2,3,0.35,0.332,Casual,RegionB
U01768,05-09-2025,,70,1,1,0.399,0.069,Casual,RegionB
U01769,05-09-2025,08-12-2023,240,1,1,0,0.129,Casual,RegionA
U01770,05-09-2025,04-01-2025,50,2,1,0.023,0.038,Casual,RegionB
U01771,05-09-2025,29-05-2025,230,3,4,0.483,0.219,Casual,RegionA
U01772,05-09-2025,08-04-2024,130,0,1,0.209,0.076,Casual,RegionA
U01773,05-09-2025,14-05-2025,50,1,2,0,0.094,Casual,RegionB
U01774,05-09-2025,20-06-2025,100,1,6,0.382,0.142,Casual,RegionA
U01775,05-09-2025,30-06-2025,60,0,3,0.067,0.053,Casual,RegionA
U01776,05-09-2025,23-11-2024,110,2,3,0.016,0.122,Casual,RegionB
U01777,05-09-2025,23-07-2024,110,2,1,0.302,0.067,Casual,RegionC
U01778,05-09-2025,30-08-2024,70,5,1,0.292,0.149,Casual,RegionA
U01779,05-09-2025,09-11-2024,90,0,3,0.263,0.101,Regular,RegionD
U01780,05-09-2025,31-01-2024,190,4,5,0.205,0.073,Regular,RegionD
U01781,05-09-2025,09-07-2025,150,5,2,0.291,0.069,Casual,RegionC
U01782,05-09-2025,03-10-2024,50,4,1,0.221,0.082,Casual,RegionA
U01783,05-09-2025,10-04-2025,60,0,2,0.034,0.12,Casual,RegionA
U01784,05-09-2025,,80,5,2,0.517,0.159,Regular,RegionB
U01785,05-09-2025,02-08-2025,50,1,1,0.527,0.176,Casual,RegionB
U01786,05-09-2025,29-05-2025,50,1,3,0.024,0.054,Casual,RegionA
U01787,05-09-2025,13-08-2025,190,6,3,0.416,0.201,Regular,RegionA
U01788,05-09-2025,22-06-2025,110,2,2,0.177,0.157,Regular,RegionC
U01789,05-09-2025,06-07-2024,250,8,1,0.421,0.195,Regular,RegionD
U01790,05-09-2025,27-06-2025,190,3,5,0.501,0.105,Casual,RegionA
U01791,05-09-2025,22-02-2025,50,2,1,0.081,0.175,Casual,RegionA
U01792,05-09-2025,08-01-2025,50,2,1,0.2,0.129,Casual,RegionE
U01793,05-09-2025,04-07-2025,50,1,3,0.131,0.042,Casual,RegionD
U01794,05-09-2025,31-12-2024,50,2,5,0.395,0.067,Casual,RegionC
U01795,05-09-2025,17-11-2024,70,1,1,0.184,0.047,Casual,RegionA
U01796,05-09-2025,29-05-2025,70,1,1,0.348,0.058,Casual,RegionA
U01797,05-09-2025,29-08-2025,50,2,1,0.133,0,Casual,RegionE
U01798,05-09-2025,06-04-2025,220,0,1,0.023,0.03,Dormant,RegionB
U01799,05-09-2025,19-08-2025,50,1,1,0.11,0.145,Casual,RegionC
U01800,05-09-2025,,70,1,3,0.171,0.112,Casual,RegionD
U01801,05-09-2025,10-03-2025,160,3,3,0.51,0.141,Regular,RegionB
U01802,05-09-2025,19-08-2025,210,1,2,0.05,0.113,Regular,RegionC
U01803,05-09-2025,04-07-2025,140,3,2,0.75,0.138,Regular,RegionE
U01804,05-09-2025,01-11-2023,50,0,1,0.351,0.055,Casual,RegionA
U01805,05-09-2025,,50,0,1,0.156,0.104,Casual,RegionA
U01806,05-09-2025,31-08-2025,80,2,6,0.144,0.065,Casual,RegionD
U01807,05-09-2025,08-08-2025,60,0,1,0,0.077,Casual,NicheRegionX
U01808,05-09-2025,01-09-2025,70,1,1,0.018,0.085,Casual,RegionA
U01809,05-09-2025,,50,0,2,0.452,0.119,Casual,RegionA
U01810,05-09-2025,01-07-2025,140,3,2,0.219,0.105,Regular,RegionE
U01811,05-09-2025,28-06-2025,240,5,1,0.291,0.151,Regular,RegionA
U01812,05-09-2025,28-08-2025,180,6,1,0.669,0.143,Regular,RegionB
U01813,05-09-2025,,60,3,2,0.518,0.05,Casual,RegionA
U01814,05-09-2025,23-04-2025,60,2,14,0.248,0.086,Casual,RegionC
U01815,05-09-2025,09-06-2025,60,5,3,0.387,0.138,Casual,RegionC
U01816,05-09-2025,12-07-2025,190,3,1,0.416,0.176,Regular,RegionB
U01817,05-09-2025,29-08-2024,70,0,1,0.136,0.072,Casual,RegionD
U01818,05-09-2025,27-07-2025,130,4,2,0.544,0.188,Regular,RegionB
U01819,05-09-2025,11-05-2025,90,3,2,0.533,0.257,Regular,RegionB
U01820,05-09-2025,05-08-2025,50,3,3,0.003,0.141,Casual,RegionB
U01821,05-09-2025,24-06-2025,50,2,3,0.142,0.2,Casual,RegionA
U01822,05-09-2025,16-12-2024,60,1,1,0.069,0.154,Casual,RegionA
U01823,05-09-2025,07-08-2025,180,4,2,0.185,0.117,Regular,RegionC
U01824,05-09-2025,,50,3,5,0.175,0.054,Casual,RegionE
U01825,05-09-2025,22-11-2024,420,6,3,0.579,0.287,VIP,RegionD
U01826,05-09-2025,31-07-2025,70,2,2,0.55,0.05,Casual,RegionD
U01827,05-09-2025,30-06-2025,90,2,2,0.309,0.108,Casual,RegionA
U01828,05-09-2025,16-07-2025,400,6,3,0.346,0.103,Regular,RegionA
U01829,05-09-2025,04-08-2025,50,5,3,0.305,0.002,Casual,RegionD
U01830,05-09-2025,29-07-2024,250,3,1,0.747,0.193,Regular,RegionB
U01831,05-09-2025,16-01-2024,50,2,2,0.197,0,Casual,RegionA
U01832,05-09-2025,,60,1,2,0.3,0.074,Casual,RegionA
U01833,05-09-2025,12-01-2025,370,9,1,0.738,0.165,Regular,RegionB
U01834,05-09-2025,17-03-2025,100,2,1,0.403,0.135,Casual,RegionC
U01835,05-09-2025,25-11-2024,70,4,3,0.082,0.198,Regular,RegionE
U01836,05-09-2025,25-07-2025,80,3,1,0.241,0.141,Regular,RegionC
U01837,05-09-2025,23-01-2025,50,2,2,0.154,0.049,Casual,RegionA
U01838,05-09-2025,05-01-2025,50,0,2,0.046,0.061,Casual,RegionD
U01839,05-09-2025,16-07-2025,100,1,2,0.112,0.125,Casual,RegionB
U01840,05-09-2025,01-07-2025,60,6,1,0.568,0.112,Casual,RegionA
U01841,05-09-2025,30-07-2025,110,2,3,0.598,0.148,Regular,RegionC
U01842,05-09-2025,18-11-2024,60,5,1,0.344,0.09,Regular,RegionA
U01843,05-09-2025,02-03-2025,140,1,3,0.019,0.04,Casual,RegionA
U01844,05-09-2025,28-07-2025,450,8,3,0.563,0.248,VIP,RegionB
U01845,05-09-2025,24-09-2024,100,6,1,0.239,0,Regular,RegionA
U01846,05-09-2025,31-01-2025,220,3,3,0.436,0.149,Regular,RegionA
U01847,05-09-2025,20-06-2025,50,1,3,0.225,0.105,Casual,RegionC
U01848,05-09-2025,01-08-2025,100,2,1,0.382,0.056,Casual,RegionA
U01849,05-09-2025,28-02-2025,120,0,2,0.291,0.18,Casual,RegionB
U01850,05-09-2025,16-02-2025,50,0,3,0.073,0.052,Casual,RegionD
U01851,05-09-2025,22-08-2025,80,3,4,0.666,0.089,Regular,RegionC
U01852,05-09-2025,16-10-2023,90,2,8,0.032,0.143,Casual,RegionA
U01853,05-09-2025,31-12-2024,690,0,3,0.084,0.125,Dormant,RegionA
U01854,05-09-2025,10-09-2024,160,4,1,0.254,0.029,Casual,RegionC
U01855,05-09-2025,10-06-2025,70,2,5,0.269,0.168,Regular,RegionB
U01856,05-09-2025,07-07-2025,300,2,3,0.439,0.203,Regular,RegionB
U01857,05-09-2025,08-11-2024,80,1,3,0.187,0.091,Casual,RegionA
U01858,05-09-2025,04-08-2025,130,1,3,0.042,0.069,Casual,RegionA
U01859,05-09-2025,30-08-2025,100,2,1,0.29,0.129,Regular,RegionB
U01860,05-09-2025,11-01-2025,160,2,2,0.559,0.068,Casual,RegionA
U01861,05-09-2025,08-06-2025,380,3,1,0.469,0.229,Regular,RegionB
U01862,05-09-2025,03-09-2025,140,4,2,0.453,0.251,Regular,RegionA
U01863,05-09-2025,17-08-2024,80,3,5,0.128,0.065,Casual,RegionC
U01864,05-09-2025,16-12-2024,50,5,2,0.356,0.171,Regular,RegionD
U01865,05-09-2025,,260,6,1,0.446,0.06,Regular,RegionA
U01866,05-09-2025,29-06-2025,50,3,1,0.692,0.098,Casual,RegionC
U01867,05-09-2025,04-10-2023,260,3,1,0.755,0.043,Casual,RegionA
U01868,05-09-2025,28-08-2025,70,0,3,0.136,0.089,Casual,RegionD
U01869,05-09-2025,25-07-2025,50,0,4,0.311,0.139,Casual,RegionB
U01870,05-09-2025,02-05-2024,60,0,2,0.31,0.077,Casual,RegionB
U01871,05-09-2025,12-08-2025,50,1,1,0.341,0.148,Casual,RegionA
U01872,05-09-2025,27-04-2024,840,1,1,0.031,0.077,Dormant,RegionC
U01873,05-09-2025,12-12-2024,300,4,4,0.569,0.145,Regular,RegionA
U01874,05-09-2025,21-06-2025,250,3,2,0.654,0.078,Regular,RegionC
U01875,05-09-2025,01-04-2025,250,5,6,0.463,0.182,Regular,RegionA
U01876,05-09-2025,26-05-2025,210,7,1,0.87,0.212,Regular,RegionA
U01877,05-09-2025,11-02-2024,120,3,1,0.403,0.169,Regular,RegionA
U01878,05-09-2025,12-06-2024,50,4,2,0.686,0.075,Casual,RegionA
U01879,05-09-2025,06-07-2025,60,2,4,0.336,0.069,Casual,RegionC
U01880,05-09-2025,31-07-2025,50,0,4,0.156,0.036,Casual,RegionA
U01881,05-09-2025,16-08-2025,210,0,1,0.514,0.044,Casual,RegionA
U01882,05-09-2025,24-10-2024,80,4,1,0.252,0.08,Regular,RegionA
U01883,05-09-2025,14-12-2023,50,1,2,0.127,0.124,Casual,RegionB
U01884,05-09-2025,07-08-2025,110,5,1,0.212,0.156,Regular,RegionD
U01885,05-09-2025,19-12-2024,70,1,1,0,0.14,Casual,RegionA
U01886,05-09-2025,03-07-2025,60,2,2,0.097,0.079,Casual,RegionB
U01887,05-09-2025,25-07-2024,130,3,4,0.478,0.053,Casual,RegionB
U01888,05-09-2025,08-02-2025,1360,4,1,1,0.26,VIP,RegionB
U01889,05-09-2025,04-08-2025,150,4,2,0.74,0.162,Regular,RegionC
U01890,05-09-2025,05-10-2024,60,0,2,0.068,0.133,Casual,NicheRegionX
U01891,05-09-2025,15-08-2025,130,7,3,0.627,0.104,Regular,RegionA
U01892,05-09-2025,22-12-2024,50,1,2,0.148,0.098,Casual,RegionC
U01893,05-09-2025,22-07-2025,60,1,3,0.496,0.147,Regular,RegionB
U01894,05-09-2025,10-04-2025,50,4,3,0.215,0.109,Casual,RegionE
U01895,05-09-2025,01-01-2025,50,1,2,0,0.111,Casual,RegionC
U01896,05-09-2025,07-05-2025,70,2,1,0.404,0.095,Casual,RegionE
U01897,05-09-2025,,50,2,3,0.105,0.033,Casual,RegionA
U01898,05-09-2025,03-09-2025,130,5,1,0.585,0.084,Casual,RegionA
U01899,05-09-2025,05-03-2025,50,4,3,0.457,0.175,Regular,RegionA
U01900,05-09-2025,04-11-2023,710,11,1,0.989,0.308,VIP,RegionB
U01901,05-09-2025,29-10-2024,50,2,1,0.192,0.05,Casual,RegionA
U01902,05-09-2025,01-02-2024,50,0,1,0.035,0.084,Casual,RegionB
U01903,05-09-2025,07-03-2025,50,2,1,0.209,0.075,Casual,RegionA
U01904,05-09-2025,25-08-2025,50,2,1,0.106,0.081,Casual,RegionA
U01905,05-09-2025,21-06-2025,50,2,3,0.287,0.076,Casual,RegionA
U01906,05-09-2025,23-12-2024,90,3,1,0.242,0.141,Casual,RegionD
U01907,05-09-2025,29-04-2025,50,2,3,0.242,0.15,Casual,RegionD
U01908,05-09-2025,10-08-2025,140,2,1,0.438,0.098,Regular,RegionE
U01909,05-09-2025,21-07-2025,250,5,2,0.753,0.2,Regular,RegionC
U01910,05-09-2025,22-02-2025,60,2,1,0.481,0.098,Casual,RegionB
U01911,05-09-2025,,50,1,2,0.135,0.129,Casual,RegionB
U01912,05-09-2025,23-12-2023,50,3,1,0.215,0.129,Casual,RegionA
U01913,05-09-2025,08-01-2025,320,1,1,0.185,0.111,Regular,RegionB
U01914,05-09-2025,15-07-2025,160,2,2,0.145,0.08,Casual,RegionC
U01915,05-09-2025,,50,0,1,0.138,0.054,Casual,RegionA
U01916,05-09-2025,09-11-2024,380,4,2,0.707,0.19,Regular,RegionB
U01917,05-09-2025,,50,1,3,0.224,0.088,Casual,RegionB
U01918,05-09-2025,,70,1,1,0.339,0.131,Casual,RegionA
U01919,05-09-2025,25-01-2025,50,1,1,0.2,0.113,Casual,RegionD
U01920,05-09-2025,25-07-2025,50,2,2,0.021,0.066,Casual,RegionE
U01921,05-09-2025,22-12-2023,150,2,1,0.081,0.078,Casual,RegionD
U01922,05-09-2025,,50,2,2,0.461,0.109,Casual,RegionB
U01923,05-09-2025,20-08-2025,100,0,2,0,0.146,Dormant,RegionA
U01924,05-09-2025,25-07-2025,90,0,1,0,0.117,Casual,RegionE
U01925,05-09-2025,28-08-2025,50,2,2,0.032,0.112,Casual,RegionA
U01926,05-09-2025,25-02-2024,200,1,2,0.278,0.15,Casual,RegionE
U01927,05-09-2025,22-08-2025,60,2,2,0.323,0.046,Casual,RegionC
U01928,05-09-2025,19-04-2024,1080,8,1,0.777,0.251,VIP,RegionC
U01929,05-09-2025,02-07-2025,50,3,2,0.098,0.059,Casual,RegionD
U01930,05-09-2025,27-08-2025,130,3,7,0.45,0.13,Regular,RegionB
U01931,05-09-2025,,90,0,4,0.288,0.18,Casual,RegionA
U01932,05-09-2025,12-08-2025,150,7,1,0.642,0.043,Regular,RegionA
U01933,05-09-2025,14-11-2023,70,6,2,0.734,0.091,Regular,RegionD
U01934,05-09-2025,23-09-2023,50,6,1,1,0.17,Regular,RegionD
U01935,05-09-2025,12-08-2025,70,1,2,0.008,0.091,Casual,RegionC
U01936,05-09-2025,,90,4,3,0.759,0.17,Regular,RegionB
U01937,05-09-2025,02-09-2025,160,7,1,0.914,0.028,Regular,RegionB
U01938,05-09-2025,20-04-2024,160,4,1,0.755,0.169,Regular,RegionD
U01939,05-09-2025,21-10-2023,170,4,5,0.356,0.152,Casual,RegionA
U01940,05-09-2025,23-07-2025,110,3,3,0.741,0.196,Regular,RegionB
U01941,05-09-2025,10-06-2025,50,1,2,0.063,0.019,Casual,RegionA
U01942,05-09-2025,12-06-2025,680,0,2,0,0.054,Dormant,RegionD
U01943,05-09-2025,16-01-2025,270,3,6,0.69,0.158,Regular,RegionA
U01944,05-09-2025,02-09-2025,50,2,1,0.275,0.122,Casual,RegionB
U01945,05-09-2025,,60,1,5,0.059,0.045,Casual,RegionA
U01946,05-09-2025,20-08-2024,50,0,1,0.044,0.099,Casual,RegionC
U01947,05-09-2025,08-03-2024,50,1,2,0.467,0.158,Casual,RegionB
U01948,05-09-2025,25-07-2025,70,5,1,0.725,0.166,Regular,RegionA
U01949,05-09-2025,,50,1,3,0.351,0.019,Casual,RegionA
U01950,05-09-2025,25-02-2024,560,13,1,0.738,0.19,VIP,RegionA
U01951,05-09-2025,25-08-2025,50,1,1,0.101,0.086,Casual,RegionA
U01952,05-09-2025,01-09-2025,380,4,1,0.874,0.4,VIP,RegionA
U01953,05-09-2025,23-04-2025,160,2,2,0.149,0.076,Casual,RegionA
U01954,05-09-2025,30-07-2025,110,2,1,0.433,0.129,Regular,RegionA
U01955,05-09-2025,31-08-2025,70,2,2,0.304,0.126,Casual,RegionC
U01956,05-09-2025,22-09-2023,250,2,2,0.719,0.126,Regular,RegionA
U01957,05-09-2025,,70,2,1,0.53,0.193,Casual,RegionA
U01958,05-09-2025,01-12-2023,100,5,2,0.515,0.137,Casual,RegionB
U01959,05-09-2025,31-07-2025,130,2,2,0.677,0.211,Regular,RegionB
U01960,05-09-2025,,100,7,1,0.597,0.116,Regular,RegionA
U01961,05-09-2025,25-05-2025,150,1,2,0,0.063,Dormant,RegionA
U01962,05-09-2025,14-07-2025,130,3,4,0.651,0.198,Regular,RegionD
U01963,05-09-2025,29-08-2025,80,1,2,0.328,0.118,Casual,RegionD
U01964,05-09-2025,29-08-2025,50,1,4,0.086,0.163,Casual,RegionE
U01965,05-09-2025,27-06-2024,140,0,3,0.214,0.08,Dormant,RegionB
U01966,05-09-2025,16-06-2025,50,2,4,0.225,0.091,Casual,RegionB
U01967,05-09-2025,18-11-2024,220,1,2,0.55,0.22,Regular,RegionC
U01968,05-09-2025,02-06-2025,60,1,1,0,0.079,Casual,RegionA
U01969,05-09-2025,31-08-2024,60,3,1,0.717,0.257,Regular,RegionA
U01970,05-09-2025,23-08-2025,130,3,1,0.492,0.057,Casual,RegionA
U01971,05-09-2025,03-12-2024,130,5,2,0.258,0.138,Casual,RegionA
U01972,05-09-2025,16-07-2025,70,0,2,0.072,0.097,Casual,RegionD
U01973,05-09-2025,20-07-2025,230,1,1,0.048,0.149,Casual,RegionD
U01974,05-09-2025,,50,1,2,0.356,0.129,Casual,RegionD
U01975,05-09-2025,10-03-2025,50,1,2,0.476,0.072,Casual,RegionB
U01976,05-09-2025,,100,5,4,0.736,0.178,Regular,RegionB
U01977,05-09-2025,14-05-2024,130,1,1,0.076,0.091,Casual,RegionC
U01978,05-09-2025,30-08-2025,50,3,3,0.181,0.053,Casual,RegionE
U01979,05-09-2025,28-08-2024,400,7,1,0.924,0.264,VIP,RegionA
U01980,05-09-2025,16-07-2025,50,2,5,0.244,0.084,Casual,RegionB
U01981,05-09-2025,22-04-2025,130,2,1,0.183,0.111,Regular,RegionA
U01982,05-09-2025,11-07-2025,19990,3,1,0.409,0.783,Casual,RegionA
U01983,05-09-2025,08-07-2025,50,1,1,0.117,0.132,Casual,RegionA
U01984,05-09-2025,19-07-2025,160,3,6,0.44,0.159,Casual,RegionD
U01985,05-09-2025,,80,0,3,0.307,0.111,Casual,RegionC
U01986,05-09-2025,,50,2,2,0.704,0.108,Casual,RegionD
U01987,05-09-2025,13-06-2025,50,2,1,0.271,0.144,Casual,RegionA
U01988,05-09-2025,07-10-2024,90,3,1,0.395,0.114,Regular,RegionC
U01989,05-09-2025,26-08-2025,120,4,1,0.274,0.152,Regular,RegionD
U01990,05-09-2025,08-06-2025,200,0,3,0.366,0.16,Regular,RegionA
U01991,05-09-2025,14-07-2024,600,0,1,0.219,0.149,Dormant,RegionB
U01992,05-09-2025,23-05-2025,140,1,1,0.176,0.115,Casual,RegionB
U01993,05-09-2025,12-07-2025,60,2,3,0.228,0.069,Casual,RegionA
U01994,05-09-2025,07-12-2024,160,3,2,0.428,0.173,Regular,RegionA
U01995,05-09-2025,21-08-2025,140,3,3,0.621,0.106,Casual,RegionB
U01996,05-09-2025,,120,5,1,0.896,0.354,VIP,RegionB
U01997,05-09-2025,12-01-2024,60,2,2,0.226,0.122,Casual,RegionB
U01998,05-09-2025,09-08-2025,720,10,2,0.756,0.224,VIP,RegionC
U01999,05-09-2025,09-07-2025,100,1,1,0.242,0.155,Regular,RegionB
U02000,05-09-2025,09-02-2024,70,2,1,0.053,0.127,Casual,RegionB
U02001,05-09-2025,23-06-2025,50,3,1,0.226,0.075,Casual,RegionE
U02002,05-09-2025,03-09-2025,50,5,2,0.557,0.082,Regular,RegionA
U02003,05-09-2025,,9990,3,1,0.445,0.48,Regular,RegionA
U02004,05-09-2025,,130,1,5,0,0.095,Casual,RegionA
U02005,05-09-2025,23-04-2025,70,0,1,0.075,0.09,Dormant,RegionA
U02006,05-09-2025,30-06-2025,110,3,4,0.361,0.181,Regular,RegionB
U02007,05-09-2025,,100,2,1,0.2,0.085,Casual,RegionB
U02008,05-09-2025,24-12-2024,50,4,2,0.327,0.083,Casual,RegionA
U02009,05-09-2025,19-06-2025,50,2,1,0.239,0.159,Casual,RegionB
U02010,05-09-2025,30-06-2025,110,1,3,0.134,0.003,Casual,RegionA
U02011,05-09-2025,,50,3,3,0.427,0.098,Casual,RegionB
U02012,05-09-2025,12-06-2025,140,0,2,0.207,0.051,Casual,RegionC
U02013,05-09-2025,15-06-2025,50,1,1,0.259,0.056,Casual,RegionA
U02014,05-09-2025,22-11-2024,50,2,4,0.373,0.04,Casual,RegionC
U02015,05-09-2025,06-08-2025,150,3,3,0.421,0.122,Regular,RegionA
U02016,05-09-2025,03-08-2025,240,2,2,0.325,0.143,Regular,RegionC
U02017,05-09-2025,01-09-2025,60,6,3,0.6,0.026,Regular,RegionD
U02018,05-09-2025,30-10-2024,50,2,1,0.314,0.227,Casual,RegionD
U02019,05-09-2025,17-08-2025,50,1,2,0.19,0.144,Casual,RegionA
U02020,05-09-2025,,630,8,4,0.914,0.303,VIP,RegionC
U02021,05-09-2025,04-03-2024,280,3,2,0.429,0.171,Regular,RegionA
U02022,05-09-2025,,160,6,3,0.295,0.188,Regular,RegionA
U02023,05-09-2025,,90,2,1,0.045,0.061,Casual,RegionA
U02024,05-09-2025,08-07-2025,110,2,2,0.175,0.279,Regular,RegionA
U02025,05-09-2025,02-07-2025,50,1,1,0.16,0.02,Casual,RegionA
U02026,05-09-2025,06-08-2025,50,4,3,0.26,0.031,Casual,RegionB
U02027,05-09-2025,09-05-2025,180,1,3,0.438,0.188,Regular,RegionB
U02028,05-09-2025,25-03-2024,120,5,1,0.653,0.172,Regular,RegionB
U02029,05-09-2025,14-11-2023,50,1,5,0.138,0.124,Casual,RegionA
U02030,05-09-2025,21-06-2025,140,0,3,0.425,0.147,Regular,RegionA
U02031,05-09-2025,02-07-2024,170,3,6,0.428,0.183,Regular,RegionA
U02032,05-09-2025,18-11-2023,120,1,2,0.068,0.183,Casual,RegionB
U02033,05-09-2025,20-09-2024,120,3,2,0.464,0.18,Regular,RegionB
U02034,05-09-2025,,760,4,1,0.002,0.063,VIP,RegionB
U02035,05-09-2025,31-08-2024,100,8,1,0.465,0.131,Regular,RegionA
U02036,05-09-2025,14-11-2024,370,1,3,0.042,0.062,Dormant,RegionD
U02037,05-09-2025,14-11-2024,50,3,4,0.418,0.081,Casual,RegionB
U02038,05-09-2025,26-08-2025,70,4,2,0.728,0.178,Regular,RegionA
U02039,05-09-2025,,50,3,1,0.2,0.091,Casual,RegionA
U02040,05-09-2025,29-04-2024,160,0,1,0.492,0.113,Regular,RegionB
U02041,05-09-2025,20-06-2025,210,6,1,0.447,0.235,Regular,RegionA
U02042,05-09-2025,13-07-2025,560,8,1,1,0.163,VIP,RegionC
U02043,05-09-2025,15-08-2025,19990,3,4,0.554,0.812,Casual,RegionA
U02044,05-09-2025,01-09-2025,140,1,1,0.21,0.168,Regular,RegionA
U02045,05-09-2025,24-06-2025,180,1,5,0.103,0.104,Casual,RegionB
U02046,05-09-2025,,60,1,3,0.162,0.147,Casual,RegionB
U02047,05-09-2025,15-06-2025,70,3,4,0.178,0.096,Casual,RegionC
U02048,05-09-2025,31-08-2024,50,0,5,0.128,0.033,Casual,RegionE
U02049,05-09-2025,15-06-2025,100,10,3,0.741,0.208,Regular,RegionA
U02050,05-09-2025,31-10-2024,120,5,1,0.363,0.17,Regular,RegionA
U02051,05-09-2025,17-02-2024,230,0,1,0.252,0.14,Dormant,RegionA
U02052,05-09-2025,24-07-2025,110,5,2,0.391,0.231,Regular,RegionA
U02053,05-09-2025,05-10-2024,110,6,2,0.281,0.067,Regular,RegionA
U02054,05-09-2025,06-05-2025,540,0,1,0.33,0.085,Dormant,RegionB
U02055,05-09-2025,,50,0,2,0,0.019,Dormant,RegionD
U02056,05-09-2025,25-08-2024,4990,1,2,0.421,0.259,Casual,RegionA
U02057,05-09-2025,03-05-2025,130,8,1,0.446,0.164,Regular,RegionB
U02058,05-09-2025,,50,2,3,0.158,0,Casual,RegionB
U02059,05-09-2025,24-11-2023,50,1,2,0.124,0.089,Casual,RegionB
U02060,05-09-2025,12-06-2024,60,3,2,0.167,0.055,Casual,RegionA
U02061,05-09-2025,14-07-2025,50,2,1,0.283,0.093,Casual,RegionC
U02062,05-09-2025,,4990,5,2,0.582,0.285,Regular,RegionA
U02063,05-09-2025,19-05-2025,60,4,1,0.461,0.115,Regular,RegionA
U02064,05-09-2025,30-09-2023,50,3,1,0.677,0.1,Casual,RegionC
U02065,05-09-2025,17-05-2024,250,3,1,0.792,0.104,Regular,RegionD
U02066,05-09-2025,22-01-2024,70,2,4,0.2,0,Casual,RegionA
U02067,05-09-2025,25-07-2025,130,0,2,0,0,Dormant,RegionC
U02068,05-09-2025,30-01-2025,50,1,2,0.245,0.174,Casual,RegionA
U02069,05-09-2025,18-06-2025,50,1,4,0.435,0.124,Casual,RegionB
U02070,05-09-2025,24-03-2025,180,1,2,0.265,0.191,Casual,RegionA
U02071,05-09-2025,07-08-2025,50,4,2,0.585,0.129,Casual,RegionE
U02072,05-09-2025,07-07-2025,50,2,1,0.31,0.188,Casual,RegionD
U02073,05-09-2025,04-09-2025,50,1,1,0.016,0.129,Casual,RegionC
U02074,05-09-2025,,50,2,5,0.411,0.089,Casual,RegionC
U02075,05-09-2025,01-08-2025,1080,13,1,0.838,0.284,VIP,RegionE
U02076,05-09-2025,11-02-2025,220,4,2,0.364,0.175,Regular,RegionA
U02077,05-09-2025,02-04-2024,740,3,4,0.558,0.208,Regular,RegionB
U02078,05-09-2025,15-08-2025,80,1,2,0,0,Casual,RegionA
